1,1,209.6,217.9,41.9,121.1,0.93,1,-1,-1
1,2,93.1,216.5,32.0,99.0,0.90,1,-1,-1
1,3,67.4,220.2,9.2,33.7,0.89,1,-1,-1
1,4,181.0,226.4,22.9,70.4,0.88,1,-1,-1
1,5,410.9,231.0,16.6,39.2,0.87,1,-1,-1
1,6,75.9,219.8,19.3,63.1,0.85,1,-1,-1
1,7,440.9,236.8,11.9,31.6,0.84,1,-1,-1
1,8,489.4,237.9,13.2,33.8,0.83,1,-1,-1
1,9,52.1,221.6,10.5,30.6,0.80,1,-1,-1
2,1,207.6,218.6,40.1,119.0,0.92,1,-1,-1
2,2,96.3,212.6,30.9,103.0,0.91,1,-1,-1
2,3,67.5,221.5,9.9,33.2,0.95,1,-1,-1
2,4,185.1,224.0,22.9,72.8,0.85,1,-1,-1
2,5,414.8,230.8,15.4,39.3,0.84,1,-1,-1
2,6,75.5,219.3,21.1,64.8,0.86,1,-1,-1
2,7,443.8,236.3,12.0,32.2,0.86,1,-1,-1
2,8,491.0,238.4,16.0,33.7,0.84,1,-1,-1
2,9,52.6,221.7,10.7,30.8,0.80,1,-1,-1
3,1,202.4,217.9,40.0,116.9,0.91,1,-1,-1
3,2,97.7,210.3,32.9,105.7,0.91,1,-1,-1
3,3,68.7,221.7,9.1,32.4,0.89,1,-1,-1
3,4,189.0,223.5,22.6,74.8,0.84,1,-1,-1
3,5,418.2,231.7,15.2,39.0,0.87,1,-1,-1
3,6,76.0,217.8,20.8,66.1,0.86,1,-1,-1
3,7,445.5,236.4,12.9,32.2,0.86,1,-1,-1
3,8,493.5,239.0,15.7,33.1,0.82,1,-1,-1
3,9,53.1,220.8,11.1,31.5,0.82,1,-1,-1
4,1,196.4,215.0,38.2,116.9,0.90,1,-1,-1
4,2,100.8,211.0,35.6,107.8,0.92,1,-1,-1
4,3,69.7,221.1,8.4,33.7,0.75,1,-1,-1
4,4,191.2,225.1,19.3,72.2,0.78,1,-1,-1
4,5,419.6,232.2,16.6,38.8,0.89,1,-1,-1
4,6,75.9,217.7,21.8,67.1,0.86,1,-1,-1
4,7,447.1,236.9,14.5,32.0,0.86,1,-1,-1
4,8,499.0,238.2,13.4,33.4,0.83,1,-1,-1
4,9,53.3,221.1,11.7,30.9,0.84,1,-1,-1
5,1,192.1,216.3,39.7,115.1,0.92,1,-1,-1
5,2,102.9,214.5,35.5,106.1,0.91,1,-1,-1
5,3,71.1,220.1,9.0,35.7,0.70,1,-1,-1
5,5,421.4,232.3,17.2,39.5,0.86,1,-1,-1
5,6,75.3,218.8,23.3,66.1,0.85,1,-1,-1
5,7,447.7,237.4,15.6,32.0,0.87,1,-1,-1
5,8,501.9,238.3,13.1,33.5,0.85,1,-1,-1
5,9,54.1,222.1,11.8,30.5,0.84,1,-1,-1
6,1,192.8,218.6,34.8,112.5,0.92,1,-1,-1
6,2,108.7,212.8,34.4,110.0,0.89,1,-1,-1
6,3,72.1,220.5,9.1,34.7,0.74,1,-1,-1
6,5,427.1,231.1,15.3,40.6,0.88,1,-1,-1
6,6,75.2,218.8,24.5,68.8,0.85,1,-1,-1
6,7,450.9,236.7,14.8,32.5,0.86,1,-1,-1
6,8,503.7,239.6,16.0,33.1,0.86,1,-1,-1
6,9,55.0,221.9,13.3,31.1,0.83,1,-1,-1
6,14,102.0,223.0,21.8,67.4,0.51,1,-1,-1
7,1,190.6,219.5,35.0,111.0,0.90,1,-1,-1
7,2,113.6,210.6,33.3,112.2,0.89,1,-1,-1
7,3,72.6,221.1,8.9,33.3,0.72,1,-1,-1
7,5,428.8,231.0,15.8,40.7,0.88,1,-1,-1
7,6,75.4,217.7,25.2,70.0,0.86,1,-1,-1
7,7,455.3,236.7,11.4,33.2,0.86,1,-1,-1
7,8,505.4,240.3,17.8,32.8,0.85,1,-1,-1
7,9,55.2,220.9,14.0,32.2,0.83,1,-1,-1
7,14,105.0,222.4,21.4,76.1,0.68,1,-1,-1
7,16,26.3,224.0,3.8,6.2,0.56,1,-1,-1
8,1,187.8,218.4,32.7,108.3,0.90,1,-1,-1
8,2,114.7,210.0,37.6,117.1,0.89,1,-1,-1
8,3,73.1,220.1,9.3,34.5,0.75,1,-1,-1
8,4,213.9,227.4,22.8,78.5,0.84,1,-1,-1
8,5,431.0,232.3,19.8,39.5,0.89,1,-1,-1
8,6,77.2,217.2,24.4,71.0,0.88,1,-1,-1
8,7,457.4,237.1,11.6,32.6,0.83,1,-1,-1
8,8,511.8,239.6,13.8,33.4,0.81,1,-1,-1
8,9,55.8,220.8,12.8,32.5,0.83,1,-1,-1
8,14,107.1,224.2,22.6,76.2,0.76,1,-1,-1
8,16,26.9,223.8,3.6,6.4,0.61,1,-1,-1
9,1,185.8,217.6,33.9,107.9,0.91,1,-1,-1
9,2,116.5,211.5,38.7,116.7,0.89,1,-1,-1
9,3,73.1,219.7,9.4,34.6,0.74,1,-1,-1
9,4,213.5,227.8,26.9,78.8,0.82,1,-1,-1
9,5,432.3,232.7,20.0,39.8,0.87,1,-1,-1
9,6,78.2,217.6,23.5,71.3,0.88,1,-1,-1
9,7,459.0,237.7,11.8,32.2,0.85,1,-1,-1
9,8,514.6,239.3,13.8,33.8,0.80,1,-1,-1
9,9,55.8,221.4,12.3,31.9,0.83,1,-1,-1
