1,1,223.8,238.3,32.9,86.6,0.92,1,-1,-1
1,2,542.2,230.5,10.1,26.2,0.86,1,-1,-1
1,3,0.9,243.6,18.7,33.7,0.83,1,-1,-1
2,1,211.0,240.9,44.6,85.5,0.93,1,-1,-1
2,2,542.0,231.4,10.3,27.3,0.86,1,-1,-1
3,1,207.5,238.8,25.9,87.9,0.90,1,-1,-1
3,2,541.9,232.9,10.2,26.7,0.86,1,-1,-1
4,1,179.7,241.6,43.5,88.9,0.93,1,-1,-1
4,2,540.8,234.4,10.2,26.9,0.86,1,-1,-1
5,1,172.1,240.9,37.2,90.9,0.92,1,-1,-1
5,2,540.8,234.5,10.2,27.2,0.85,1,-1,-1
6,1,157.1,240.6,34.5,92.1,0.91,1,-1,-1
6,2,540.9,234.7,10.6,27.9,0.86,1,-1,-1
7,1,139.5,242.5,46.6,93.2,0.93,1,-1,-1
7,2,541.4,234.1,10.9,28.9,0.85,1,-1,-1
8,1,130.7,239.6,24.1,95.9,0.87,1,-1,-1
8,2,542.0,234.9,11.1,29.1,0.85,1,-1,-1
9,1,104.2,242.6,48.4,97.0,0.93,1,-1,-1
9,2,543.5,233.4,10.8,30.8,0.85,1,-1,-1
10,1,94.7,241.0,41.2,99.4,0.93,1,-1,-1
10,2,544.3,234.0,11.7,30.8,0.85,1,-1,-1
11,1,79.0,240.9,36.8,100.3,0.91,1,-1,-1
11,2,547.3,233.6,11.8,32.4,0.84,1,-1,-1
12,1,61.1,243.6,50.1,100.7,0.90,1,-1,-1
12,2,550.5,234.7,11.5,30.9,0.82,1,-1,-1
13,1,50.4,241.8,26.6,102.2,0.88,1,-1,-1
13,2,554.0,233.7,10.9,33.9,0.83,1,-1,-1
14,1,21.9,241.9,52.0,104.8,0.93,1,-1,-1
14,2,556.5,233.9,14.8,33.7,0.88,1,-1,-1
15,1,12.2,242.6,43.5,106.0,0.92,1,-1,-1
15,2,560.1,234.1,14.3,34.3,0.83,1,-1,-1
16,1,0.3,241.6,34.8,107.2,0.92,1,-1,-1
16,2,566.4,233.8,12.5,35.2,0.84,1,-1,-1
17,1,0.0,243.5,28.3,107.1,0.82,1,-1,-1
17,2,570.8,234.6,14.2,35.5,0.84,1,-1,-1
18,2,576.1,234.4,12.0,36.6,0.83,1,-1,-1
19,2,578.2,235.2,18.0,35.7,0.87,1,-1,-1
20,2,586.7,234.8,13.9,36.5,0.84,1,-1,-1
21,2,592.2,235.1,15.0,37.0,0.85,1,-1,-1
22,2,600.9,235.6,12.6,37.5,0.82,1,-1,-1
23,2,604.8,235.5,16.8,37.5,0.87,1,-1,-1
24,2,609.1,236.4,16.3,37.8,0.84,1,-1,-1
25,2,620.1,237.1,13.1,37.5,0.86,1,-1,-1
26,2,626.7,237.8,12.4,37.2,0.74,1,-1,-1
27,2,631.6,237.0,8.1,39.7,0.67,1,-1,-1
27,11,519.2,220.6,4.9,8.5,0.58,1,-1,-1
28,11,519.4,220.3,4.7,8.6,0.60,1,-1,-1
29,11,519.6,220.2,4.5,8.6,0.58,1,-1,-1
30,11,519.6,220.2,4.5,8.6,0.56,1,-1,-1
31,11,519.7,220.2,4.4,8.6,0.57,1,-1,-1
32,11,519.9,220.4,4.4,8.6,0.62,1,-1,-1
33,11,519.9,220.3,4.5,8.6,0.61,1,-1,-1
34,11,519.9,220.3,4.6,8.5,0.59,1,-1,-1
35,11,519.9,220.4,4.6,8.5,0.58,1,-1,-1
36,11,519.9,220.6,4.6,8.3,0.60,1,-1,-1
37,11,519.9,220.6,4.7,8.3,0.59,1,-1,-1
38,11,519.9,220.4,4.7,8.5,0.56,1,-1,-1
39,11,519.7,220.2,4.7,8.7,0.57,1,-1,-1
40,11,519.7,220.2,4.7,8.8,0.58,1,-1,-1
41,11,519.6,220.2,4.8,8.8,0.61,1,-1,-1
42,11,519.5,220.1,4.8,8.9,0.58,1,-1,-1
43,11,519.4,219.9,4.8,9.0,0.54,1,-1,-1
44,11,519.2,219.9,5.0,9.0,0.53,1,-1,-1
45,11,519.1,220.0,5.0,8.9,0.57,1,-1,-1
46,11,519.0,220.0,5.1,8.9,0.57,1,-1,-1
47,11,518.9,219.9,5.2,9.0,0.47,1,-1,-1
48,11,518.8,219.4,5.4,9.2,0.39,1,-1,-1
49,11,518.8,219.2,5.5,9.5,0.41,1,-1,-1
50,11,518.9,218.5,5.8,10.2,0.39,1,-1,-1
51,11,520.2,218.2,5.4,10.4,0.54,1,-1,-1
52,11,519.8,218.2,5.6,10.4,0.55,1,-1,-1
53,11,519.6,217.7,5.8,10.9,0.58,1,-1,-1
54,11,519.0,218.0,6.1,10.9,0.63,1,-1,-1
55,11,518.7,217.3,6.5,11.8,0.68,1,-1,-1
56,11,518.7,217.3,6.6,11.7,0.65,1,-1,-1
57,11,518.5,216.7,6.8,12.5,0.69,1,-1,-1
58,11,518.2,216.7,6.7,12.6,0.71,1,-1,-1
59,11,517.1,216.9,7.0,12.8,0.69,1,-1,-1
60,11,516.0,216.7,7.2,13.0,0.70,1,-1,-1
61,11,515.8,217.2,7.0,12.5,0.75,1,-1,-1
62,11,515.2,217.2,6.7,12.7,0.73,1,-1,-1
63,11,513.7,216.7,5.3,13.3,0.70,1,-1,-1
64,11,513.0,216.3,5.8,14.0,0.73,1,-1,-1
65,11,512.6,216.4,5.5,14.0,0.73,1,-1,-1
66,11,512.1,216.4,5.5,14.1,0.70,1,-1,-1
67,11,511.8,216.4,5.2,13.9,0.66,1,-1,-1
68,11,511.2,216.4,5.5,13.9,0.52,1,-1,-1
69,11,508.0,216.4,8.0,12.5,0.25,1,-1,-1
70,11,508.0,216.4,8.0,12.6,0.24,1,-1,-1
71,11,508.0,216.2,7.8,12.8,0.25,1,-1,-1
72,11,508.0,216.4,7.2,12.5,0.36,1,-1,-1
73,11,508.0,216.5,7.8,12.4,0.27,1,-1,-1
74,11,511.9,216.1,6.7,14.5,0.72,1,-1,-1
75,11,512.0,216.1,6.8,14.6,0.74,1,-1,-1
76,11,512.4,216.1,6.8,14.6,0.75,1,-1,-1
77,11,512.9,215.9,6.5,14.5,0.73,1,-1,-1
78,11,512.1,216.3,5.4,14.2,0.70,1,-1,-1
79,11,512.0,216.2,5.2,14.0,0.73,1,-1,-1
80,11,511.9,216.3,5.5,14.0,0.75,1,-1,-1
80,20,518.0,215.2,6.0,14.4,0.59,1,-1,-1
81,11,511.8,216.2,5.9,14.0,0.77,1,-1,-1
81,20,518.9,215.5,5.4,13.9,0.59,1,-1,-1
82,11,511.4,216.0,6.2,14.3,0.75,1,-1,-1
82,20,519.8,215.2,5.7,13.9,0.59,1,-1,-1
83,11,511.2,216.6,5.7,13.8,0.70,1,-1,-1
83,20,520.6,215.0,5.5,13.6,0.59,1,-1,-1
84,11,511.1,216.2,6.1,13.9,0.76,1,-1,-1
84,20,522.2,215.1,5.9,13.0,0.66,1,-1,-1
85,11,510.9,216.2,6.4,14.0,0.78,1,-1,-1
85,20,523.5,215.1,5.3,12.5,0.61,1,-1,-1
86,11,511.5,216.2,6.1,14.3,0.80,1,-1,-1
86,20,524.0,215.4,6.4,11.2,0.40,1,-1,-1
87,11,511.8,215.9,6.0,14.4,0.81,1,-1,-1
88,11,512.1,216.4,5.6,14.0,0.79,1,-1,-1
89,11,512.6,216.1,5.8,14.4,0.79,1,-1,-1
89,20,530.4,214.7,5.4,11.2,0.65,1,-1,-1
90,11,513.2,216.1,6.1,14.1,0.77,1,-1,-1
