1,1,238.8,207.2,56.0,178.5,0.92,1,-1,-1
1,2,105.8,224.0,17.2,39.4,0.87,1,-1,-1
1,3,328.8,229.6,13.1,33.9,0.86,1,-1,-1
1,4,19.4,219.4,15.4,50.3,0.84,1,-1,-1
1,5,33.6,220.1,14.0,45.9,0.83,1,-1,-1
1,6,82.5,226.9,7.0,16.9,0.79,1,-1,-1
2,1,234.7,208.8,55.7,177.0,0.91,1,-1,-1
2,2,105.8,224.0,17.3,39.5,0.87,1,-1,-1
2,3,329.5,229.8,13.1,33.8,0.86,1,-1,-1
2,4,20.4,219.3,14.7,50.2,0.83,1,-1,-1
2,5,33.5,220.0,14.2,46.5,0.84,1,-1,-1
2,6,83.6,227.3,7.0,17.0,0.82,1,-1,-1
2,8,278.0,224.0,12.6,28.4,0.53,1,-1,-1
3,1,232.0,210.5,53.1,171.3,0.90,1,-1,-1
3,2,105.8,223.9,17.2,39.6,0.88,1,-1,-1
3,3,330.4,230.4,13.5,32.8,0.85,1,-1,-1
3,4,20.6,219.0,14.8,51.7,0.82,1,-1,-1
3,5,33.0,220.1,14.7,47.0,0.82,1,-1,-1
3,6,84.5,228.0,7.2,17.2,0.76,1,-1,-1
3,8,276.9,223.5,14.4,32.6,0.82,1,-1,-1
4,1,227.6,212.1,53.5,168.0,0.92,1,-1,-1
4,2,105.8,223.8,17.4,39.7,0.87,1,-1,-1
4,3,331.2,230.8,14.0,32.6,0.85,1,-1,-1
4,4,20.4,218.8,15.5,52.6,0.81,1,-1,-1
4,5,32.7,220.5,15.5,47.6,0.81,1,-1,-1
4,6,85.6,227.5,7.5,18.1,0.86,1,-1,-1
4,8,276.9,223.7,14.0,33.1,0.86,1,-1,-1
5,1,224.1,212.9,51.8,167.2,0.92,1,-1,-1
5,2,105.8,223.9,17.3,39.5,0.87,1,-1,-1
5,3,332.2,230.6,14.1,32.5,0.86,1,-1,-1
5,4,20.8,219.7,15.1,52.7,0.80,1,-1,-1
5,5,32.5,220.8,15.7,48.7,0.81,1,-1,-1
5,6,86.8,227.4,7.2,18.5,0.85,1,-1,-1
5,8,276.9,223.9,13.8,33.3,0.87,1,-1,-1
6,1,220.4,212.4,50.6,158.2,0.91,1,-1,-1
6,2,106.0,224.1,17.2,39.3,0.87,1,-1,-1
6,3,334.8,230.5,12.9,32.9,0.83,1,-1,-1
6,4,20.6,220.0,15.2,52.6,0.82,1,-1,-1
